client_email,client_mobile,query_heading,query_description,status,date_raised,date_closed,category
swelch@example.net,6323437429,Bug Report,Color scheme inconsistent.,Closed,2025-03-20,2025-04-01,Bug Report
opayne@example.com,7546336286,Feature Request,Include a mobile-first UI option.,Closed,2025-02-25,2025-02-27,Feature Request
pearsonrenee@example.org,7044234176,Payment Failure,Payment failed due to card error.,Closed,2025-02-22,2025-03-07,Billing Problem
htaylor@example.com,4195464108,Data Export,Export button missing from UI.,Closed,2025-04-20,2025-05-03,Data Export
erinmarquez@example.net,5019533807,Bug Report,Form validation not working properly.,Closed,2025-06-09,2025-06-13,Bug Report
tfigueroa@example.org,5004779383,Bug Report,Dropdown not loading values.,Closed,2025-06-15,2025-06-22,Bug Report
tmartinez@example.org,9877207511,Billing Problem,Late fee charged wrongly.,Closed,2025-03-09,2025-03-11,Bug Report
scottferguson@example.com,6801782202,Login Issue,Account locked after failed attempts.,Closed,2025-06-22,2025-06-26,Bug Report
fhall@example.net,2569331839,Data Export,Data export not matching preview.,Closed,2025-04-06,2025-04-14,Data Export
danderson@example.net,12157295,Account Suspension,Suspension mail was too vague.,Closed,2025-04-16,2025-04-21,General
davisedward@example.com,6079460951,Payment Failure,EMI option not available anymore.,Closed,2025-03-13,2025-03-14,Billing Problem
parkermaria@example.com,1484570336,Login Issue,App logs me out automatically.,Closed,2025-03-28,2025-04-04,Bug Report
paulherrera@example.com,7908970058,Data Export,Can’t schedule data export.,Closed,2025-02-09,2025-02-10,Data Export
qchang@example.org,5207823301,Data Export,Need monthly data dump in CSV.,Closed,2025-03-21,2025-04-01,Data Export
brian31@example.net,8637576915,Payment Failure,Charged twice for one payment.,Closed,2025-06-05,2025-06-07,Billing Problem
reeveschelsea@example.org,3982521206,Data Export,Fields are missing in exported report.,Closed,2025-04-30,2025-05-02,Data Export
bdavis@example.net,8781436804,Payment Failure,Need confirmation after retry.,Closed,2025-07-15,2025-07-17,Billing Problem
dbartlett@example.org,2149084506,Feature Request,Add AI auto-suggestions for forms.,Closed,2025-05-10,2025-05-20,Feature Request
laura35@example.org,5762877052,Payment Failure,3D secure failed mid-payment.,Closed,2025-04-11,2025-04-12,Billing Problem
nunezsarah@example.net,3626236004,Billing Problem,Unable to update billing address.,Closed,2025-05-17,2025-05-18,Bug Report
cartercharles@example.org,1003293418,Bug Report,Tab focus jumps incorrectly.,Closed,2025-05-24,2025-05-26,Bug Report
joseph65@example.org,7327909656,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-07-05,2025-07-18,Subscription Cancellation
swinters@example.org,4959113104,UI Feedback,Mobile responsiveness needs improvement.,Closed,2025-06-12,2025-06-14,UI Feedback
josephjackson@example.net,4425319678,Data Export,Exported Excel has broken formatting.,Closed,2025-05-25,2025-05-26,Data Export
courtney76@example.org,8237170901,Login Issue,Error 401 appearing on login.,Closed,2025-06-21,2025-06-22,Bug Report
christineperez@example.net,4132114049,Technical Support,Application showing version mismatch.,Closed,2025-06-01,2025-06-09,Technical Support
kevinsantos@example.net,3281212451,Technical Support,White screen on startup.,Closed,2025-02-01,2025-02-03,Technical Support
lisa34@example.com,2628861891,Account Suspension,Terms of use were unclear.,Closed,2025-03-02,2025-03-08,General
campbelljustin@example.com,990400894,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,2025-06-10,2025-06-15,Bug Report
michelle84@example.org,9561401269,Technical Support,Application showing version mismatch.,Closed,2025-02-15,2025-02-21,Technical Support
hillbrian@example.org,8838859721,UI Feedback,Graphs too compressed on mobile view.,Closed,2025-07-08,2025-07-09,UI Feedback
wayne30@example.com,9521697284,UI Feedback,Alignment issues in forms.,Closed,2025-07-21,2025-08-03,UI Feedback
cwilson@example.org,6169196736,Bug Report,Blank screen after form submission.,Closed,2025-02-25,2025-02-27,Bug Report
pstewart@example.net,6561125896,Subscription Cancellation,Wrong account cancelled.,Closed,2025-07-14,2025-07-17,Subscription Cancellation
michaeltran@example.net,1028169195,Feature Request,Can we have auto-save for drafts?,Closed,2025-07-20,2025-08-04,Feature Request
bradleymckee@example.org,8166449910,Feature Request,Please add support for dark mode.,Closed,2025-02-25,2025-02-27,Feature Request
wandacampbell@example.com,919612728,Bug Report,Blank screen after form submission.,Closed,2025-03-10,2025-03-12,Bug Report
john89@example.net,910512212,Payment Failure,Wrong currency charged.,Closed,2025-02-25,2025-02-26,Billing Problem
monica93@example.com,7930599107,Account Suspension,Got a warning mail I don’t understand.,Closed,2025-03-17,2025-04-04,General
dday@example.org,9040102829,Technical Support,Download button is inactive.,Closed,2025-03-17,2025-03-31,Technical Support
kristineharris@example.net,5113252089,Billing Problem,Billed for a cancelled plan.,Closed,2025-04-18,2025-04-21,Bug Report
jeanettehill@example.org,2313082618,Technical Support,Graphs not rendering properly.,Closed,2025-05-29,2025-06-01,Technical Support
dukethomas@example.com,4211506058,Bug Report,Sidebar collapses on scroll.,Closed,2025-02-16,2025-02-18,Bug Report
wwatson@example.org,7451728556,UI Feedback,Table headers not sticky.,Closed,2025-07-27,2025-08-02,UI Feedback
christopher22@example.org,2368466350,Data Export,Can’t schedule data export.,Closed,2025-03-29,2025-03-30,Data Export
christopher86@example.com,9665020491,Feature Request,Please add support for dark mode.,Closed,2025-02-24,2025-02-25,Feature Request
andrea13@example.org,4152796648,UI Feedback,Tooltips not displaying on hover.,Closed,2025-02-27,2025-03-01,UI Feedback
josephchambers@example.org,1403544895,Login Issue,Redirect loop after logging in.,Closed,2025-03-22,2025-03-23,Bug Report
wperez@example.com,3458158248,Billing Problem,Billing cycle was reset unexpectedly.,Closed,2025-05-10,2025-05-14,Bug Report
littleadam@example.net,7801731692,Billing Problem,Charged extra on my last invoice.,Closed,2025-02-21,2025-02-26,Bug Report
bking@example.net,480726391,UI Feedback,Buttons overlap on smaller screens.,Closed,2025-07-19,2025-07-28,UI Feedback
sawyerjessica@example.net,5563011365,Bug Report,Check/uncheck box not saving state.,Closed,2025-06-27,2025-06-28,Bug Report
sperry@example.net,3960104349,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-04-01,2025-04-08,Subscription Cancellation
scole@example.org,3087546202,Payment Failure,Promo code not working during payment.,Closed,2025-07-18,2025-07-21,Billing Problem
josepheric@example.com,8081531155,Login Issue,Seeing 'invalid session token' error.,Closed,2025-03-24,2025-03-28,Bug Report
mayerpatricia@example.net,7008815507,Subscription Cancellation,Need proof of cancellation for records.,Closed,2025-04-26,2025-04-29,Subscription Cancellation
martinezadam@example.net,4578146630,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,2025-02-12,2025-02-26,Bug Report
whitneylisa@example.org,1812833334,Technical Support,Download button is inactive.,Closed,2025-07-02,2025-07-04,Technical Support
ericacase@example.com,5672463722,Account Suspension,Support says I’m blacklisted — why?,Closed,2025-05-27,2025-06-05,General
cole23@example.com,7226161035,Subscription Cancellation,Wrong account cancelled.,Closed,2025-07-23,2025-07-26,Subscription Cancellation
shawthomas@example.org,6101702556,Feature Request,Provide more chart types in dashboard.,Closed,2025-02-05,2025-02-07,Feature Request
troberts@example.com,8865021946,Feature Request,Suggesting calendar integration.,Closed,2025-02-24,2025-02-28,Feature Request
jay62@example.org,7836695389,UI Feedback,Icons not intuitive.,Closed,2025-06-13,2025-06-16,UI Feedback
ibenson@example.net,6217134489,Payment Failure,Bank transaction shows pending.,Closed,2025-06-23,2025-06-29,Billing Problem
williamsdaniel@example.net,3765621429,Account Suspension,Need clarification on temporary lockout.,Closed,2025-03-10,2025-03-20,General
stephanie66@example.com,6586898302,UI Feedback,Filter section takes too much space.,Closed,2025-06-21,2025-06-24,UI Feedback
khanjulie@example.org,347047119,Subscription Cancellation,App locked after cancellation.,Closed,2025-06-18,2025-06-19,Subscription Cancellation
thompsonryan@example.org,9743021873,UI Feedback,Mobile responsiveness needs improvement.,Closed,2025-02-13,2025-02-17,UI Feedback
penny55@example.net,3694865912,UI Feedback,Error messages not clear enough.,Closed,2025-05-07,2025-05-08,UI Feedback
gallagherbrittany@example.org,6200726602,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-06-16,2025-06-24,Subscription Cancellation
kathleenray@example.org,3011735574,Bug Report,Check/uncheck box not saving state.,Closed,2025-06-05,2025-06-08,Bug Report
larry35@example.com,5545726158,Bug Report,Color scheme inconsistent.,Closed,2025-03-20,2025-03-21,Bug Report
andrewsdeborah@example.net,8509107089,UI Feedback,Filter section takes too much space.,Closed,2025-06-24,2025-06-26,UI Feedback
martinchristopher@example.org,68602896,UI Feedback,Font inconsistent across pages.,Closed,2025-05-11,2025-05-13,UI Feedback
twilson@example.com,9976581820,Account Suspension,Got a warning mail I don’t understand.,Closed,2025-05-11,2025-05-12,General
robynjohnson@example.com,124533245,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-04-13,2025-04-15,Subscription Cancellation
heatherlawrence@example.com,9797855248,Bug Report,Tab focus jumps incorrectly.,Closed,2025-04-12,2025-04-14,Bug Report
michaelprice@example.net,1244417541,Account Suspension,Need reason for my suspension.,Closed,2025-04-28,2025-05-03,General
swarren@example.com,4346934333,Technical Support,Error 500 on accessing dashboard.,Closed,2025-06-28,2025-07-04,Technical Support
paulwilliams@example.com,9467174275,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,2025-07-15,2025-07-16,Subscription Cancellation
jasonfoster@example.org,8267493935,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,2025-03-27,2025-03-28,Subscription Cancellation
carolsherman@example.org,2086101109,Subscription Cancellation,Cannot downgrade before cancel.,Closed,2025-06-17,2025-06-20,Subscription Cancellation
cameronsanchez@example.net,93125068,Account Suspension,How do I appeal a suspension?,Closed,2025-02-26,2025-03-07,General
sharpthomas@example.com,9742877324,Payment Failure,Need GST invoice after payment.,Closed,2025-06-02,2025-06-17,Billing Problem
smunoz@example.org,8728750875,Bug Report,Color scheme inconsistent.,Closed,2025-04-18,2025-04-29,Bug Report
brian45@example.org,3633024649,UI Feedback,Icons not intuitive.,Closed,2025-04-25,2025-05-13,UI Feedback
itucker@example.org,2776063817,Data Export,Export email not received.,Opened,2025-07-05,,Data Export
michellejames@example.com,9586172814,Account Suspension,Can I restore my data after suspension?,Closed,2025-05-16,2025-05-17,General
iherrera@example.org,184586728,Data Export,Charts not included in report export.,Closed,2025-07-18,2025-07-22,Data Export
cynthia51@example.org,4748435875,Feature Request,Would like push notifications for updates.,Closed,2025-02-19,2025-03-01,Feature Request
dholt@example.com,9501852601,Bug Report,Dropdown not loading values.,Closed,2025-05-27,2025-06-09,Bug Report
juliarichard@example.org,2419954646,Feature Request,Ability to bulk edit entries needed.,Closed,2025-05-24,2025-05-30,Feature Request
keith31@example.com,6304360029,UI Feedback,Alignment issues in forms.,Closed,2025-05-02,2025-05-03,UI Feedback
ayalacatherine@example.org,5054572645,Billing Problem,Unable to update billing address.,Closed,2025-02-15,2025-02-20,Bug Report
michael56@example.net,1734137806,Feature Request,Multi-user role system would help.,Closed,2025-03-12,2025-03-15,Feature Request
johnstonlindsay@example.net,7323404657,Technical Support,Feature working on web but not mobile.,Closed,2025-04-15,2025-04-17,Technical Support
michaelross@example.org,5095723552,Bug Report,Search bar resets randomly.,Closed,2025-05-22,2025-05-23,Bug Report
robertking@example.org,8411213385,Data Export,Need monthly data dump in CSV.,Closed,2025-02-16,2025-02-21,Data Export
mark77@example.com,8123206566,Feature Request,Need voice assistant for dashboard.,Closed,2025-07-20,2025-07-27,Feature Request
dakotakerr@example.net,4071881182,Login Issue,Error 401 appearing on login.,Closed,2025-02-05,2025-02-07,Bug Report
marywilson@example.org,5813369229,Payment Failure,Wrong currency charged.,Closed,2025-02-02,2025-02-03,Billing Problem
palmeradam@example.net,8122878626,Data Export,Need export in regional time zone.,Closed,2025-06-21,2025-07-05,Data Export
jeffrey82@example.com,3031466428,Account Suspension,My account was suspended without notice.,Closed,2025-06-01,2025-06-03,General
cathyowens@example.net,5976344130,UI Feedback,Table headers not sticky.,Closed,2025-04-28,2025-05-02,UI Feedback
blewis@example.org,7956308890,Feature Request,Add folder structure to organize data.,Closed,2025-03-07,2025-03-19,Feature Request
matthewbrown@example.org,5950893110,Account Suspension,Terms of use were unclear.,Closed,2025-03-31,2025-04-06,General
matthewmanning@example.org,1536115192,Billing Problem,Bill shows usage I didn’t make.,Closed,2025-05-25,2025-05-27,Bug Report
julie15@example.com,577187928,Account Suspension,Can’t access services due to ban.,Closed,2025-07-05,2025-07-07,General
zreynolds@example.org,646454180,Data Export,Auto-export not working on Fridays.,Closed,2025-05-07,2025-05-14,Data Export
fwilson@example.org,2783321439,Bug Report,Exported file missing columns.,Closed,2025-03-19,2025-03-23,Bug Report
stevenlewis@example.com,3752584405,Payment Failure,Payment success mail delayed.,Closed,2025-04-09,2025-04-10,Billing Problem
ybradley@example.net,5105370257,UI Feedback,Icons not intuitive.,Closed,2025-03-01,2025-03-10,UI Feedback
randysanchez@example.org,4072330294,UI Feedback,Dropdowns too close together.,Closed,2025-06-25,2025-06-30,UI Feedback
sara51@example.org,5644288901,Billing Problem,Billed for a cancelled plan.,Closed,2025-03-30,2025-03-31,Bug Report
contreraslogan@example.com,3703659219,Technical Support,Freezing during screen load.,Closed,2025-04-10,2025-04-14,Technical Support
gregorykelly@example.com,5898858945,Bug Report,Date selector not responsive.,Closed,2025-02-24,2025-03-05,Bug Report
floresmichael@example.com,6914303788,Bug Report,Date selector not responsive.,Closed,2025-05-20,2025-05-21,Bug Report
